,,"Raw extracted data",,,,,,,,,,,,,,,,"Cleaned/synthesised data",,,,,,,
622,"Report","PaloAlto2024","Expose sensitive data","API-associated risks",,,,,,,,,,,,,"P 22","Access/Expose sensitive data","",TRUE,TRUE,,,1,
623,"Report","PaloAlto2024","Create vulnerabilities for cyberattacks","API-associated risks",,,,,,,,,,,,,"P 22","Insecure interfaces and APIs","",TRUE,,TRUE,,1,
624,"Report","PaloAlto2024","Unsecure APIs","API-associated risks",,,,,,,,,,,,,"P 22","Insecure interfaces and APIs","",TRUE,,TRUE,,1,
625,"Report","PaloAlto2024","Third-party API risks","API-associated risks",,,,,,,,,,,,,"P 22","Third-party API risks","",TRUE,,,TRUE,,
626,"Report","PaloAlto2024","Lack of oversight in API integrations","API-associated risks",,,,,,,,,,,,,"P 22","Neglected cloud infrastructure / Unknown, unmanaged assets","",TRUE,,TRUE,,1,
627,"Report","PaloAlto2024","Data breaches",,,,,"Incident",,,,,,1,"Increases in security incidents",,"P 25","Data breach","TRUE",,,,,,1
628,"Report","PaloAlto2024","Significant compliance violations",,,,,"Incident",,,,,,2,"Increases in security incidents",,"P 25","Non-compliance and fines","TRUE",,,,,,1
629,"Report","PaloAlto2024","Insecure APIs",,,,,"Incident",,,,,,3,"Increases in security incidents",,"P 25","Insecure interfaces and APIs","",TRUE,,TRUE,,1,
630,"Report","PaloAlto2024","Dowtime due to misconfigurations",,,,,"Incident",,,,,,4,"Increases in security incidents",,"P 25","Dowtime due to misconfigurations","",,,,,,
631,"Report","PaloAlto2024","Advanced persistent threats",,,,,"Incident",,,,,,5,"Increases in security incidents",,"P 25","APTs","",TRUE,,,,,
632,"Report","PaloAlto2024","Secret exposures",,,,,"Incident",,,,,,6,"Increases in security incidents",,"P 25","Secret exposures","",TRUE,,,,1,
633,"Report","PaloAlto2024","Identities with overly permissive access",,,,,"Incident",,,,,,7,"Increases in security incidents",,"P 25","Excessive permissions/privileges","",TRUE,,TRUE,,1,
634,"Report","PaloAlto2024","Vulnerable or poisoned workload images",,,,,"Incident",,,,,,8,"Increases in security incidents",,"P 25","Presence of insecure and tampered workload images","",TRUE,,TRUE,,1,
635,"Report","PaloAlto2024","Unrestricted network access between workloads",,,,,"Incident",,,,,,9,"Increases in security incidents",,"P 25","Unrestricted network access between workloads","",,,,,,
636,"Report","PaloAlto2024","Data leaks",,,,,"Incident",,,,,,10,"Increases in security incidents",,"P 25","Data leakage/disclosure","TRUE",,,,,,1
637,"Report","PaloAlto2024","Exploit zero-day vulnerabilities","APTs",,TRUE,TRUE,,,,,,,,,,"P 27","Zero-day vulnerabilities","TRUE",,,TRUE,,,1
638,"Report","PaloAlto2024","Social engineering","APTs",,TRUE,,,,,,,,,,,"P 27","Social engineering","",TRUE,TRUE,,,1,
639,"Report","PaloAlto2024","Complexity and fragmentation of cloud environments","Data security",,,,"Challenge",,,,,,1,"Top challenges in data security",,"P 30","Complexity and fragmentation of cloud environments","",,,,,,
640,"Report","PaloAlto2024","Lenient IAM practices or lack of granularity with permissions","Data security",,,,"Challenge",,,,,,2,"Top challenges in data security",,"P 30","Mistakes in Identity and access management (IAM)","",TRUE,,TRUE,,1,
641,"Report","PaloAlto2024","Inadequate monitoring of sensitive data","Data security",,,,"Challenge",,,,,,3,"Top challenges in data security",,"P 30","Inadequate monitoring of sensitive data","",,,,,,
642,"Report","PaloAlto2024","Poor secret management and practices","Data security",,,,"Challenge",,,,,,4,"Top challenges in data security",,"P 30","Poor secret management and practices","",TRUE,,TRUE,,1,
643,"Report","CrowdStrike2023","Identity",,,,,,,,,,,,"Key cloud access point","From data and observations from real-world cyberattacks","P 4","Identity","",,,,,,
644,"Report","CrowdStrike2023","Use valid accounts to gain access","Identity",,,,,,,,,,,,"From data and observations from real-world cyberattacks","P 4","Misuse of (superuser) privileges","",TRUE,,TRUE,,1,
645,"Report","CrowdStrike2023","Misconfigurations due to poor identity and entitlement practices ","Identity",,,,,,,,,,,,"From data and observations from real-world cyberattacks","P 4","Mistakes in Identity and access management (IAM)","",TRUE,,TRUE,,1,
646,"Report","CrowdStrike2023","IAM roles with elevated privileges","Identity",,,,,,,,,,,,"From data and observations from real-world cyberattacks","P 4","Excessive permissions/privileges","",TRUE,,TRUE,,1,
647,"Report","CrowdStrike2023","Human error",,,,,"Risk",,,,,,,,"From data and observations from real-world cyberattacks","P 4","Human error","",,,,,,
648,"Report","CrowdStrike2023","Lack of properly configured containers","Human error",,,,"Risk",,,,,"Container",,,"From data and observations from real-world cyberattacks","P 4","Misconfigured services (storage/computing instances/…) and security-related settings","",TRUE,,TRUE,,1,
649,"Report","CrowdStrike2023","Insecure CSP default settings","Human error",,,,"Risk",,,,,,,,"From data and observations from real-world cyberattacks","P 4","Insecure CSP default settings","TRUE",,,TRUE,,,1
650,"Report","CrowdStrike2023","Initial access",,,,,,,,,,,,"One of top adversary behaviors in the cloud",,"P 11","Initial access","",TRUE,,,,1,
651,"Report","CrowdStrike2023","Discovery",,,,,,,,,,,,"One of top adversary behaviors in the cloud",,"P 11","Discovery","",TRUE,TRUE,,,1,
652,"Report","CrowdStrike2023","Priviledge escalation",,,,,,,,,,,,"One of top adversary behaviors in the cloud",,"P 11","Privilege escalation","",TRUE,TRUE,,,1,
653,"Report","CrowdStrike2023","Lateral movement",,,,,,,,,,,,"One of top adversary behaviors in the cloud",,"P 11","Lateral movement","",TRUE,TRUE,,,1,
654,"Report","CrowdStrike2023","Defense evasion",,,,,,,,,,,,"One of top adversary behaviors in the cloud",,"P 11","Defense evasion","",TRUE,TRUE,,,1,
655,"Report","CrowdStrike2023","Using valid existing accounts","Initial access",,,,,,,,,,,,,"P 11","Misuse of (superuser) privileges","",TRUE,TRUE,,,1,
656,"Report","CrowdStrike2023","Resetting passwords","Initial access",,,,,,,,,,,,,"P 11","Password reset attack","",TRUE,TRUE,,,1,
657,"Report","CrowdStrike2023","Exploit public-facing applications","Initial access",,,,,,,,,,,,,"P 11","Exploit public-facing applications","",TRUE,TRUE,,,1,
658,"Report","CrowdStrike2023","Using credentials found in files (through cloud provider's instance metadata services)","Initial access",,,,,,,,,,,,,"P 11","Recover sensitive information, e.g. Files containing credentials and private keys","",TRUE,,,,1,
659,"Report","CrowdStrike2023","Searched for Cloud accounts","Discovery",,,,,,,,,,,,,"P 11","Searched for Cloud accounts","",TRUE,TRUE,,,1,
660,"Report","CrowdStrike2023","Searched for Reachable network services","Discovery",,,,,,,,,,,,,"P 11","Searched for Reachable network services","",TRUE,TRUE,,,1,
661,"Report","CrowdStrike2023","Searched for Permission groups","Discovery",,,,,,,,,,,,,"P 11","Searched for Permission groups","",TRUE,TRUE,,,1,
662,"Report","CrowdStrike2023","Searched for Infrastructure","Discovery",,,,,,,,,,,,,"P 11","Searched for Infrastructure","",TRUE,TRUE,,,1,
663,"Report","CrowdStrike2023","Searched for Storage buckets","Discovery",,,,,,,,,"Storage buckets",,,,"P 11","Searched for Storage buckets","",TRUE,TRUE,,,1,
664,"Report","CrowdStrike2023","By finding credentials","Privilege escalation",,,,,,,,,,,,,"P 11","Recover sensitive information, e.g. Files containing credentials and private keys","",TRUE,TRUE,,,1,
665,"Report","CrowdStrike2023","By resetting existing credentials","Privilege escalation",,,,,,,,,,,,,"P 11","By resetting existing credentials","",TRUE,TRUE,,,1,
666,"Report","CrowdStrike2023","Leveraging cloud orchestration tools","Lateral movement",,,,,,,,,,,,,"P 11","Leveraging cloud orchestration tools","",TRUE,TRUE,,,1,
667,"Report","CrowdStrike2023","Using various protocols (SSH, RDP, SMB)","Lateral movement",,,,,,,,,,,,,"P 11","Using various protocols (SSH, RDP, SMB)","",,,,,,
668,"Report","CrowdStrike2023","Deactivating security products running inside VMs","Defense evasion",,,,,,,,,"VM",,,,"P 11","Impair defenses/Deactivating security products","",TRUE,TRUE,,,1,
669,"Report","CrowdStrike2023","Masquerade as valid users by choosing proxy exits close to expected victim locations","Defense evasion",,,,,,,,,,,,,"P 11","Masquerade as valid users by choosing proxy exits close to expected victim locations","",TRUE,TRUE,,,1,
670,"Report","CrowdStrike2023","Naming newly created VMs to align with naming scheme","Defense evasion",,,,,,,,,"VM",,,,"P 11","Naming newly created workloads to align with naming scheme","",TRUE,TRUE,,,1,
671,"Report","CrowdStrike2023","Identity and entitlement misconfigurations","Misconfigurations",,,,,,,,,,,"Cloud misconfigurations",,"P 12","Mistakes in Identity and access management (IAM)","",TRUE,,TRUE,,1,
672,"Report","CrowdStrike2023","Insecure cloud provider default settings","Misconfigurations",,,,,,,,,,,"Cloud misconfigurations",,"P 12","Insecure CSP default settings","TRUE",,,TRUE,,,1
673,"Report","CrowdStrike2023","Excessive account permissions","Identity and entitlement misconfigurations",,,,,,,,,,,"Cloud misconfigurations",,"P 12","Excessive permissions/privileges","",TRUE,,TRUE,,1,
674,"Report","CrowdStrike2023","Ineffective identity architecture","Identity and entitlement misconfigurations",,,,,,,,,,,"Cloud misconfigurations",,"P 12","Mistakes in Identity and access management (IAM)","",TRUE,,TRUE,,1,
675,"Report","CrowdStrike2023","Public snapshots and images","Insecure cloud provider default settings",,,,,,,,,"VM image",,"Cloud misconfigurations",,"P 12","Public snapshots and images","",TRUE,,TRUE,,1,
676,"Report","CrowdStrike2023","Open databases, caches and storage buckets","Insecure cloud provider default settings",,,,,,,,,"DB, Caches, Storage buckets",,"Cloud misconfigurations",,"P 12","Open databases, caches and storage buckets","",TRUE,,TRUE,,1,
677,"Report","CrowdStrike2023","Neglected cloud infrastructure","Insecure cloud provider default settings",,,,,,,,,"Applications, workloads",,"Cloud misconfigurations",,"P 12","Neglected cloud infrastructure / Unknown, unmanaged assets","",,,,,1,
678,"Report","CrowdStrike2023","Improper configurations","Container incidents",,,,,,,,,"Container",,,,"P 13","Misconfigured services (storage/computing instances/…) and security-related settings","",TRUE,,TRUE,,1,
679,"Report","CrowdStrike2023","Poor protections","Container incidents",,,,,,,,,"Container",,,,"P 13","Poor protections","",,,,,,
680,"Report","CrowdStrike2023","Lack of monitoring","Container incidents",,,,,,,,,"Container",,,,"P 13","Disabled/misconfigured monitoring and logging (on a heterogeneous workload system)","",TRUE,,TRUE,,1,
681,"Report","CrowdStrike2023","Workloads run as root, or allow escalation to root","Container incidents",,,,,,,,,"Container",,,,"P 13","Workloads run as root, or allow escalation to root","",TRUE,,TRUE,,1,
682,"Report","CrowdStrike2023","Exploit public-facing applications","Initial access",,,,,,,,,"Container",,"TTPs involving containers",,"P 14","Exploit public-facing applications","",TRUE,TRUE,,,1,
683,"Report","CrowdStrike2023","External remote services","Initial access",,,,,,,,,"Container",,"TTPs involving containers",,"P 14","External remote services","",,,,,,
684,"Report","CrowdStrike2023","Valid accoutns, local accounts","Initial access",,,,,,,,,"Container",,"TTPs involving containers",,"P 14","Misuse of (superuser) privileges","",TRUE,TRUE,,,1,
685,"Report","CrowdStrike2023","Container administration command","Execution",,,,,,,,,"Container",,"TTPs involving containers",,"P 14","Container administration command","",,,,,,
686,"Report","CrowdStrike2023","Deploy container","Execution",,,,,,,,,"Container",,"TTPs involving containers",,"P 14","Deployment of rogue or insecure resources","",TRUE,TRUE,,,1,
687,"Report","CrowdStrike2023","External remote services","Persistance",,,,,,,,,"Container",,"TTPs involving containers",,"P 14","External remote services","",,,,,,
688,"Report","CrowdStrike2023","Valid accoutns, local accounts","Persistance",,,,,,,,,"Container",,"TTPs involving containers",,"P 14","Misuse of (superuser) privileges","",TRUE,TRUE,,,1,
689,"Report","CrowdStrike2023","Escape to host","Privilege escalation",,,,,,,,,"Container",,"TTPs involving containers",,"P 14","Escape to host","",,,,,,
690,"Report","CrowdStrike2023","Exploitation for privilege escalation","Privilege escalation",,,,,,,,,"Container",,"TTPs involving containers",,"P 14","Privilege escalation","",TRUE,TRUE,,,1,
691,"Report","CrowdStrike2023","Valid accoutns, local accounts","Privilege escalation",,,,,,,,,"Container",,"TTPs involving containers",,"P 14","Misuse of (superuser) privileges","",TRUE,TRUE,,,1,
692,"Report","CrowdStrike2023","Build image on host","Defense evasion",,,,,,,,,"Container",,"TTPs involving containers",,"P 14","Build image on host","",TRUE,TRUE,,,1,
693,"Report","CrowdStrike2023","Deploy container","Defense evasion",,,,,,,,,"Container",,"TTPs involving containers",,"P 14","Deployment of rogue or insecure resources","",TRUE,TRUE,,,1,
694,"Report","CrowdStrike2023","Impair defenses: Disable or modify tools","Defense evasion",,,,,,,,,"Container",,"TTPs involving containers",,"P 14","Impair defenses/Deactivating security products","",TRUE,TRUE,,,1,
695,"Report","CrowdStrike2023","Masquerading: Match legitimate name or location","Defense evasion",,,,,,,,,"Container",,"TTPs involving containers",,"P 14","Masquerading: Match legitimate name or location","",TRUE,TRUE,,,1,
696,"Report","CrowdStrike2023","Use alternate authentication material: Application access token","Defense evasion",,,,,,,,,"Container",,"TTPs involving containers",,"P 14","Use alternate authentication material: Application access token","",TRUE,TRUE,,,1,
697,"Report","CrowdStrike2023","Valid accoutns, local accounts","Defense evasion",,,,,,,,,"Container",,"TTPs involving containers",,"P 14","Misuse of (superuser) privileges","",TRUE,TRUE,,,1,
698,"Report","CrowdStrike2023","Steal application access token","Credential access",,,,,,,,,"Container",,"TTPs involving containers",,"P 14","Steal application access token","",TRUE,TRUE,,,1,
699,"Report","CrowdStrike2023","Unsecured credentials: Credentials in files","Credential access",,,,,,,,,"Container",,"TTPs involving containers",,"P 14","Recover sensitive information, e.g. Files containing credentials and private keys","",TRUE,TRUE,,,1,
700,"Report","CrowdStrike2023","Container and resources discovery","Discovery",,,,,,,,,"Container",,"TTPs involving containers",,"P 14","Container and resources discovery","",TRUE,TRUE,,,1,
701,"Report","CrowdStrike2023","Network service discovery","Discovery",,,,,,,,,"Container",,"TTPs involving containers",,"P 14","Network service discovery","",TRUE,TRUE,,,1,
702,"Report","CrowdStrike2023","Use alternate authentication material: Application access token","Lateral movement",,,,,,,,,"Container",,"TTPs involving containers",,"P 14","Use alternate authentication material: Application access token","",TRUE,TRUE,,,1,
703,"Report","CrowdStrike2023","Resource hijacking","Impact",,,,,,,,,"Container",,"TTPs involving containers",,"P 14","Resource hijacking","",TRUE,TRUE,,,1,
704,"Report","CrowdStrike2023","Credential harvesting",,,,,,,,,,,,,,"P 16","Credential harvesting","",,,,,,
705,"Report","CrowdStrike2023","Lateral movement",,,,,,,,,,,,,,"P 18","Lateral movement","",TRUE,TRUE,,,1,
706,"Report","SentinelOne2024","Data breaches and theft of intelectual property",,TRUE,,,"Risk",,,,,,1,"Cloud Security Risks and Threat","Survey","P 7","Data breach; Data theft","TRUE",,TRUE,,,,2
707,"Report","SentinelOne2024","Malware and fileless attacks",,TRUE,TRUE,,"Risk",,,,,,2,"Cloud Security Risks and Threat","Survey","P 7","(Cloud-related) malware injection attack","",TRUE,TRUE,,,1,
708,"Report","SentinelOne2024","Unauthorized access",,TRUE,,,"Risk",,,,,,3,"Cloud Security Risks and Threat","Survey","P 7","Third-party access / Unauthorized access to data and privileged information","",TRUE,TRUE,,,1,
709,"Report","SentinelOne2024","Violations of data privacy / confidentiality regulations",,TRUE,,,"Risk",,,,,,4,"Cloud Security Risks and Threat","Survey","P 7","(Violations of) data privacy / confidentiality regulations","TRUE",,,,,,1
710,"Report","SentinelOne2024","Account hijacking",,TRUE,,,"Risk",,,,,,5,"Cloud Security Risks and Threat","Survey","P 7","Account hijacking / compromised accounts","",TRUE,TRUE,,,1,
711,"Report","SentinelOne2024","Denial of services (DoS) attacks",,TRUE,,,"Risk",,,,,,6,"Cloud Security Risks and Threat","Survey","P 7","DoS/DDoS attack","",TRUE,TRUE,,,1,
712,"Report","SentinelOne2024","Accidental exposure of credentials",,TRUE,,,"Risk",,,,,,7,"Cloud Security Risks and Threat","Survey","P 7","Accidental exposure of credentials","",TRUE,,,,1,
713,"Report","SentinelOne2024","Insecure APIs",,TRUE,,,"Risk",,,,,,8,"Cloud Security Risks and Threat","Survey","P 7","Insecure interfaces and APIs","",TRUE,,TRUE,,1,
714,"Report","SentinelOne2024","Data leakage by insiders",,TRUE,,,"Risk",,,,,,9,"Cloud Security Risks and Threat","Survey","P 7","Data leakage/disclosure","TRUE",,TRUE,,,,1
715,"Report","SentinelOne2024","Malicious insiders",,TRUE,,,"Risk",,,,,,10,"Cloud Security Risks and Threat","Survey","P 7","Malicious Insider attack","",TRUE,TRUE,,,1,
716,"Report","SentinelOne2024","Cryptomining and other cooption of cloud resources",,TRUE,,,"Risk",,,,,,11,"Cloud Security Risks and Threat","Survey","P 7","Cryptomining and other cooption of cloud resources","",TRUE,,,TRUE,,
717,"Report","SentinelOne2024","Cloud asset discovery",,,,,"Concern",,,,,,,,,"P 4","Cloud asset discovery","",TRUE,TRUE,,,1,
718,"Report","SentinelOne2024","Configuration security",,,,,"Concern",,,,,,,,,"P 4","Configuration security","TRUE",,,,,,1
719,"Report","SentinelOne2024","Ransomware attack",,,TRUE,,"Concern",,,,,,,,,"P 7","Ransomware","",TRUE,TRUE,,,1,
720,"Report","SentinelOne2024","External threats",,TRUE,,,,,,,,,,,,"P 7","Attacks from external entities / outsider attacks","",TRUE,TRUE,,,1,
,,,,,,,,,,,,,,,,,,,,,,,,384,222
